,Nome,Sobrenome,Data de Nascimento,Loja,Produto,Data,Quantidade Vendida,Preco,Faturamento,Mes_Vendas,Mes_Vendas_Num,Devolucoes
807,Jucelia,Bailly,13/12/1986,Curitiba,Sapato,2018-08-23,21,75,1575,Agosto,8,3
831,Joyce,Ribas,02/04/1985,Rio de Janeiro,Casaco,2018-08-27,117,55,6435,Agosto,8,3
830,Elizeu,Barros,20/01/1987,Fortaleza,Vestido,2018-08-27,142,200,28400,Agosto,8,7
801,Iago,Bensdorp,07/01/1987,Salvador,Sandalia,2018-08-21,96,150,14400,Agosto,8,8
829,Breno,Amaral,22/03/1992,Porto Alegre,Camiseta,2018-08-27,129,300,38700,Agosto,8,3
809,Tayna,Coimbra,04/03/1990,Fortaleza,Vestido,2018-08-23,21,30,630,Agosto,8,1
800,Elizeu,Barros,26/05/1987,Sao Paulo,Vestido,2018-08-21,83,230,19090,Agosto,8,4
762,Joyce,Ribas,10/02/1986,Sao Paulo,Vestido,2018-08-06,10,55,550,Junho,8,1
802,Eduarda,Figueiredo,05/12/1990,Curitiba,Chinelo,2018-08-21,148,25,3700,Agosto,8,5
764,Jucelia,Bailly,17/09/1993,Salvador,Short,2018-08-11,29,30,870,Novembro,8,4
806,Eduarda,Figueiredo,24/05/1985,Curitiba,Vestido,2018-08-22,24,300,7200,Agosto,8,1
805,Izabel,Milagre,05/09/1988,Sao Paulo,Vestido,2018-08-22,73,150,10950,Agosto,8,6
810,Tayna,Coimbra,25/04/1986,Porto Alegre,Vestido,2018-08-24,93,300,27900,Agosto,8,8
849,Andrew,Carvalhal,27/11/1988,Porto Alegre,Saia,2018-08-30,75,200,15000,Agosto,8,7
842,Elizeu,Barros,16/05/1992,Curitiba,Jaqueta,2018-08-29,150,300,45000,Agosto,8,4
847,Emanuella,Fialho,04/07/1991,Fortaleza,Saia,2018-08-29,11,230,2530,Agosto,8,6
846,Paloma,Farias,23/09/1988,Porto Alegre,Camiseta,2018-08-29,28,110,3080,Agosto,8,1
845,Paloma,Farias,12/01/1989,Porto Alegre,Pulseira,2018-08-29,92,75,6900,Agosto,8,5
844,Patricia,Camara,18/06/1989,Porto Alegre,Vestido,2018-08-29,123,75,9225,Agosto,8,8
763,Eduarda,Figueiredo,11/04/1987,Fortaleza,Sapato,2018-08-11,17,110,1870,Novembro,8,1
843,Iago,Bensdorp,03/02/1992,Porto Alegre,Camiseta,2018-08-29,122,300,36600,Agosto,8,1
854,Paloma,Farias,29/05/1987,Porto Alegre,Vestido,2018-08-30,16,85,1360,Agosto,8,7
811,Izabel,Milagre,25/01/1985,Fortaleza,Vestido,2018-08-24,78,190,14820,Agosto,8,3
812,Joyce,Ribas,04/06/1987,Salvador,Short,2018-08-24,77,190,14630,Agosto,8,4
813,Patricia,Camara,25/03/1990,Brasilia,Camiseta,2018-08-24,121,30,3630,Agosto,8,5
814,Tayna,Coimbra,12/03/1992,Brasilia,Short,2018-08-24,20,110,2200,Agosto,8,2
815,Eduarda,Figueiredo,03/04/1990,Brasilia,Vestido,2018-08-24,41,30,1230,Agosto,8,1
766,Joyce,Ribas,01/05/1988,Curitiba,Sapato,2018-08-12,93,150,13950,Dezembro,8,4
765,Paloma,Farias,30/06/1986,Rio de Janeiro,Jaqueta,2018-08-12,83,200,16600,Dezembro,8,4
767,Andrew,Carvalhal,28/08/1991,Salvador,Sapato,2018-08-12,9,300,2700,Dezembro,8,7
848,Juliane,Felipi,16/02/1987,Brasilia,Pulseira,2018-08-29,46,25,1150,Agosto,8,5
803,Andrew,Carvalhal,23/01/1988,Sao Paulo,Sapato,2018-08-21,66,25,1650,Agosto,8,4
796,Elizeu,Barros,29/06/1992,Salvador,Vestido,2018-08-20,72,230,16560,Agosto,8,1
799,NatÃ¡lia,Huon,06/11/1989,Sao Paulo,Sandalia,2018-08-21,85,300,25500,Agosto,8,5
777,Izabel,Milagre,31/03/1992,Porto Alegre,Sapato,2018-08-15,133,230,30590,Agosto,8,1
786,Eduarda,Figueiredo,22/11/1992,Fortaleza,Vestido,2018-08-18,87,55,4785,Agosto,8,6
787,Patricia,Camara,23/07/1985,Porto Alegre,Saia,2018-08-18,104,30,3120,Agosto,8,1
788,Jucelia,Bailly,30/04/1992,Porto Alegre,Sapato,2018-08-18,28,30,840,Agosto,8,6
817,Joyce,Ribas,15/07/1989,Brasilia,Sandalia,2018-08-25,120,190,22800,Agosto,8,7
816,Joyce,Ribas,22/11/1991,Brasilia,Vestido,2018-08-25,121,300,36300,Agosto,8,6
834,Emanuella,Fialho,16/05/1990,Porto Alegre,Vestido,2018-08-28,111,110,12210,Agosto,8,6
835,Jucelia,Bailly,13/06/1987,Rio de Janeiro,Camiseta,2018-08-28,128,85,10880,Agosto,8,3
836,Patricia,Camara,01/02/1993,Fortaleza,Camiseta,2018-08-28,144,75,10800,Agosto,8,6
837,Jucelia,Bailly,22/12/1991,Curitiba,Vestido,2018-08-28,141,55,7755,Agosto,8,6
838,Andrew,Carvalhal,05/01/1993,Salvador,Tenis,2018-08-28,114,55,6270,Agosto,8,7
839,Emanuella,Fialho,19/10/1993,Fortaleza,Vestido,2018-08-28,52,85,4420,Agosto,8,1
776,Juliane,Felipi,07/09/1990,Curitiba,Sapato,2018-08-15,150,250,37500,Agosto,8,7
855,Eduarda,Figueiredo,23/09/1992,Rio de Janeiro,Bermuda,2018-08-31,81,300,24300,Agosto,8,2
779,Iago,Bensdorp,26/06/1991,Porto Alegre,Camiseta,2018-08-15,64,85,5440,Agosto,8,7
818,Eduarda,Figueiredo,04/02/1992,Fortaleza,Bermuda,2018-08-25,94,200,18800,Agosto,8,8
804,Breno,Amaral,17/02/1988,Porto Alegre,Sapato,2018-08-21,26,55,1430,Agosto,8,6
780,NatÃ¡lia,Huon,20/12/1990,Sao Paulo,Casaco,2018-08-16,101,200,20200,Agosto,8,7
819,Paloma,Farias,05/01/1993,Salvador,Sapato,2018-08-25,75,230,17250,Agosto,8,5
840,Breno,Amaral,07/05/1985,Curitiba,Casaco,2018-08-28,84,30,2520,Agosto,8,6
841,Izabel,Milagre,22/06/1991,Sao Paulo,Chinelo,2018-08-28,26,55,1430,Agosto,8,8
833,Paloma,Farias,05/09/1988,Porto Alegre,Vestido,2018-08-28,66,230,15180,Agosto,8,3
785,Joyce,Ribas,02/07/1989,Salvador,Camiseta,2018-08-17,18,25,450,Agosto,8,3
783,Joyce,Ribas,13/06/1988,Curitiba,Casaco,2018-08-17,47,190,8930,Agosto,8,7
784,Andrew,Carvalhal,11/01/1993,Salvador,Saia,2018-08-17,11,200,2200,Agosto,8,8
856,Iago,Bensdorp,14/07/1993,Fortaleza,Saia,2018-08-31,71,250,17750,Agosto,8,7
774,Joyce,Ribas,20/04/1989,Curitiba,Vestido,2018-08-14,130,85,11050,Agosto,8,5
859,Juliane,Felipi,26/04/1993,Rio de Janeiro,Vestido,2018-08-31,32,25,800,Agosto,8,4
782,Andrew,Carvalhal,06/01/1987,Porto Alegre,Vestido,2018-08-16,46,110,5060,Agosto,8,8
781,Patricia,Camara,16/11/1987,Salvador,Saia,2018-08-16,23,300,6900,Agosto,8,6
821,Andrew,Carvalhal,26/09/1991,Brasilia,Camiseta,2018-08-25,99,85,8415,Agosto,8,7
822,Paloma,Farias,25/09/1989,Sao Paulo,Saia,2018-08-25,73,85,6205,Agosto,8,6
823,Elizeu,Barros,13/07/1993,Salvador,Casaco,2018-08-25,24,200,4800,Agosto,8,6
824,Andrew,Carvalhal,12/12/1990,Curitiba,Casaco,2018-08-25,18,30,540,Agosto,8,8
820,Maryanna,Correa,18/08/1992,Rio de Janeiro,Sapato,2018-08-25,128,75,9600,Agosto,8,7
858,Eduarda,Figueiredo,24/09/1989,Curitiba,Chinelo,2018-08-31,104,55,5720,Agosto,8,3
773,Joyce,Ribas,03/11/1988,Sao Paulo,Chinelo,2018-08-14,109,150,16350,Agosto,8,6
778,Elizeu,Barros,21/11/1987,Sao Paulo,Sapato,2018-08-15,57,150,8550,Agosto,8,4
791,Patricia,Camara,20/03/1985,Curitiba,Vestido,2018-08-19,60,200,12000,Agosto,8,7
760,Paloma,Farias,29/09/1986,Salvador,Sapato,2018-08-01,71,110,7810,Janeiro,8,4
775,Iago,Bensdorp,16/09/1991,Fortaleza,Sandalia,2018-08-14,73,110,8030,Agosto,8,1
828,Eduarda,Figueiredo,07/11/1989,Brasilia,Short,2018-08-26,5,190,950,Agosto,8,8
827,Patricia,Camara,15/04/1985,Curitiba,Chinelo,2018-08-26,80,25,2000,Agosto,8,4
772,Joyce,Ribas,27/02/1986,Sao Paulo,Vestido,2018-08-13,21,75,1575,Agosto,8,8
771,Jucelia,Bailly,19/01/1985,Sao Paulo,Bermuda,2018-08-13,35,55,1925,Agosto,8,5
759,Patricia,Camara,06/06/1986,Sao Paulo,Vestido,2018-08-01,61,230,14030,Janeiro,8,8
770,Joyce,Ribas,17/12/1986,Brasilia,Chinelo,2018-08-13,26,75,1950,Agosto,8,2
768,Paloma,Farias,26/05/1991,Curitiba,Sapato,2018-08-13,95,300,28500,Agosto,8,4
826,Emanuella,Fialho,17/10/1985,Porto Alegre,Sapato,2018-08-26,27,85,2295,Agosto,8,6
850,Elizeu,Barros,27/06/1985,Curitiba,Vestido,2018-08-30,50,250,12500,Agosto,8,2
851,Joyce,Ribas,02/11/1992,Fortaleza,Sapato,2018-08-30,89,110,9790,Agosto,8,2
852,Jucelia,Bailly,20/06/1987,Fortaleza,Sapato,2018-08-30,83,55,4565,Agosto,8,3
853,Tayna,Coimbra,30/03/1993,Sao Paulo,Camiseta,2018-08-30,38,55,2090,Agosto,8,2
769,Elizeu,Barros,05/04/1993,Porto Alegre,Casaco,2018-08-13,100,110,11000,Agosto,8,2
758,Juliane,Felipi,25/08/1985,Brasilia,Saia,2018-08-01,101,300,30300,Janeiro,8,2
825,Jucelia,Bailly,16/12/1992,Rio de Janeiro,Short,2018-08-26,131,300,39300,Agosto,8,4
857,Izabel,Milagre,24/07/1985,Porto Alegre,Sapato,2018-08-31,137,110,15070,Agosto,8,3
792,Joyce,Ribas,02/04/1985,Fortaleza,Saia,2018-08-19,93,75,6975,Agosto,8,3
795,Elizeu,Barros,03/12/1988,Curitiba,Sapato,2018-08-19,19,85,1615,Agosto,8,8
797,Paloma,Farias,07/10/1991,Rio de Janeiro,Chinelo,2018-08-20,33,230,7590,Agosto,8,4
798,Joyce,Ribas,09/03/1992,Sao Paulo,Sandalia,2018-08-20,44,55,2420,Agosto,8,7
793,Andrew,Carvalhal,24/11/1986,Rio de Janeiro,Camiseta,2018-08-19,73,55,4015,Agosto,8,7
789,Elizeu,Barros,04/07/1987,Salvador,Camiseta,2018-08-19,144,230,33120,Agosto,8,5
790,Iago,Bensdorp,03/10/1992,Brasilia,Sandalia,2018-08-19,101,200,20200,Agosto,8,4
794,Jucelia,Bailly,19/04/1988,Brasilia,Sapato,2018-08-19,38,75,2850,Agosto,8,3
975,Paloma,Farias,20/12/1988,Brasilia,Vestido,2018-09-25,83,75,6225,Setembro,9,2
971,Tayna,Coimbra,21/01/1993,Sao Paulo,Sapato,2018-09-25,145,150,21750,Setembro,9,5
900,Elizeu,Barros,18/12/1991,Porto Alegre,Casaco,2018-09-10,41,200,8200,Outubro,9,1
877,Juliane,Felipi,20/09/1986,Porto Alegre,Jaqueta,2018-09-04,21,55,1155,Abril,9,2
876,Emanuella,Fialho,11/05/1990,Fortaleza,Casaco,2018-09-04,53,200,10600,Abril,9,8
907,NatÃ¡lia,Huon,27/05/1993,Brasilia,Saia,2018-09-11,9,30,270,Novembro,9,2
912,Andrew,Carvalhal,13/02/1992,Curitiba,Camiseta,2018-09-12,48,25,1200,Dezembro,9,8
901,Eduarda,Figueiredo,21/07/1986,Fortaleza,Jaqueta,2018-09-10,139,30,4170,Outubro,9,6
902,Maryanna,Correa,10/07/1993,Fortaleza,Casaco,2018-09-10,66,25,1650,Outubro,9,2
911,Jucelia,Bailly,22/09/1986,Porto Alegre,Pulseira,2018-09-12,92,25,2300,Dezembro,9,7
870,Elizeu,Barros,16/05/1990,Brasilia,Sapato,2018-09-03,131,25,3275,Marco,9,5
868,Paloma,Farias,09/10/1985,Brasilia,Camiseta,2018-09-03,52,110,5720,Marco,9,3
869,Maryanna,Correa,29/12/1985,Rio de Janeiro,Vestido,2018-09-03,65,55,3575,Marco,9,8
904,NatÃ¡lia,Huon,11/04/1989,Sao Paulo,Casaco,2018-09-11,100,300,30000,Novembro,9,3
905,Tayna,Coimbra,23/07/1993,Salvador,Tenis,2018-09-11,93,30,2790,Novembro,9,7
906,Juliane,Felipi,08/08/1991,Fortaleza,Saia,2018-09-11,57,30,1710,Novembro,9,7
903,Tayna,Coimbra,22/02/1988,Porto Alegre,Saia,2018-09-10,2,110,220,Outubro,9,8
875,Jucelia,Bailly,14/07/1988,Rio de Janeiro,Vestido,2018-09-04,94,300,28200,Abril,9,2
909,Maryanna,Correa,24/10/1993,Curitiba,Sandalia,2018-09-12,56,190,10640,Dezembro,9,1
892,Iago,Bensdorp,04/10/1985,Brasilia,Chinelo,2018-09-08,12,250,3000,Agosto,9,2
973,Maryanna,Correa,23/08/1990,Rio de Janeiro,Pulseira,2018-09-25,76,190,14440,Setembro,9,8
890,Breno,Amaral,19/04/1991,Porto Alegre,Vestido,2018-09-08,58,150,8700,Agosto,9,5
970,Patricia,Camara,18/01/1990,Brasilia,Sapato,2018-09-24,39,110,4290,Setembro,9,2
969,Jucelia,Bailly,02/11/1992,Sao Paulo,Vestido,2018-09-24,59,150,8850,Setembro,9,3
891,Paloma,Farias,22/11/1986,Curitiba,Vestido,2018-09-08,121,25,3025,Agosto,9,2
893,Juliane,Felipi,31/07/1991,Fortaleza,Vestido,2018-09-08,5,250,1250,Agosto,9,2
871,Breno,Amaral,02/06/1992,Porto Alegre,Bermuda,2018-09-03,107,30,3210,Marco,9,3
894,Emanuella,Fialho,24/08/1993,Sao Paulo,Camiseta,2018-09-09,111,110,12210,Setembro,9,6
895,Joyce,Ribas,15/09/1987,Fortaleza,Chinelo,2018-09-09,39,300,11700,Setembro,9,5
896,Maryanna,Correa,24/07/1988,Curitiba,Saia,2018-09-09,16,200,3200,Setembro,9,8
897,Tayna,Coimbra,17/12/1988,Rio de Janeiro,Vestido,2018-09-09,38,55,2090,Setembro,9,6
898,Paloma,Farias,25/06/1992,Curitiba,Chinelo,2018-09-10,107,110,11770,Outubro,9,7
899,Joyce,Ribas,29/10/1990,Porto Alegre,Vestido,2018-09-10,62,150,9300,Outubro,9,1
889,Andrew,Carvalhal,04/03/1988,Brasilia,Casaco,2018-09-07,101,25,2525,Julho,9,2
888,Breno,Amaral,17/07/1986,Curitiba,Saia,2018-09-07,44,85,3740,Julho,9,7
976,Joyce,Ribas,18/05/1990,Fortaleza,Sapato,2018-09-25,133,25,3325,Setembro,9,3
977,Maryanna,Correa,24/04/1985,Curitiba,Camiseta,2018-09-25,11,85,935,Setembro,9,2
972,Paloma,Farias,26/10/1985,Salvador,Sapato,2018-09-25,113,150,16950,Setembro,9,5
887,Izabel,Milagre,10/01/1988,Sao Paulo,Chinelo,2018-09-07,62,75,4650,Julho,9,3
886,Maryanna,Correa,20/06/1992,Sao Paulo,Casaco,2018-09-07,54,200,10800,Julho,9,3
885,Joyce,Ribas,05/01/1986,Rio de Janeiro,Chinelo,2018-09-07,139,300,41700,Julho,9,3
882,Joyce,Ribas,03/12/1986,Brasilia,Camiseta,2018-09-06,51,230,11730,Junho,9,3
881,Eduarda,Figueiredo,02/01/1988,Curitiba,Pulseira,2018-09-06,77,190,14630,Junho,9,1
880,Jucelia,Bailly,22/11/1992,Salvador,Saia,2018-09-06,110,150,16500,Junho,9,3
883,Jucelia,Bailly,25/12/1985,Fortaleza,Sapato,2018-09-06,84,55,4620,Junho,9,5
884,Paloma,Farias,30/08/1992,Rio de Janeiro,Casaco,2018-09-06,17,200,3400,Junho,9,5
878,Andrew,Carvalhal,20/04/1991,Sao Paulo,Casaco,2018-09-05,69,300,20700,Maio,9,7
879,Joyce,Ribas,29/05/1988,Curitiba,Jaqueta,2018-09-05,112,150,16800,Maio,9,3
974,Elizeu,Barros,06/02/1985,Curitiba,Casaco,2018-09-25,132,75,9900,Setembro,9,3
873,Paloma,Farias,03/06/1987,Sao Paulo,Saia,2018-09-03,86,25,2150,Marco,9,4
951,Jucelia,Bailly,09/09/1985,Rio de Janeiro,Chinelo,2018-09-21,80,200,16000,Setembro,9,4
874,Joyce,Ribas,30/09/1988,Brasilia,Vestido,2018-09-03,9,25,225,Marco,9,3
919,Breno,Amaral,18/04/1991,Curitiba,Casaco,2018-09-14,86,150,12900,Setembro,9,5
918,Tayna,Coimbra,30/04/1989,Curitiba,Chinelo,2018-09-14,147,190,27930,Setembro,9,7
944,Patricia,Camara,26/12/1993,Salvador,Pulseira,2018-09-19,22,110,2420,Setembro,9,8
945,Maryanna,Correa,03/11/1986,Fortaleza,Vestido,2018-09-19,4,110,440,Setembro,9,1
942,Jucelia,Bailly,14/05/1985,Brasilia,Sapato,2018-09-19,61,85,5185,Setembro,9,8
941,Izabel,Milagre,01/07/1993,Brasilia,Vestido,2018-09-19,95,85,8075,Setembro,9,2
940,Patricia,Camara,02/03/1993,Sao Paulo,Camiseta,2018-09-19,96,110,10560,Setembro,9,8
943,Paloma,Farias,03/06/1985,Porto Alegre,Jaqueta,2018-09-19,54,55,2970,Setembro,9,7
939,Paloma,Farias,27/05/1986,Brasilia,Sapato,2018-09-19,135,230,31050,Setembro,9,2
946,Elizeu,Barros,08/08/1985,Salvador,Casaco,2018-09-20,111,200,22200,Setembro,9,5
949,Tayna,Coimbra,09/09/1985,Salvador,Vestido,2018-09-20,16,55,880,Setembro,9,8
947,Andrew,Carvalhal,27/12/1985,Rio de Janeiro,Casaco,2018-09-20,94,150,14100,Setembro,9,1
948,Elizeu,Barros,24/01/1993,Porto Alegre,Sapato,2018-09-20,31,110,3410,Setembro,9,3
914,Tayna,Coimbra,07/08/1992,Fortaleza,Vestido,2018-09-13,131,200,26200,Setembro,9,8
915,Maryanna,Correa,24/03/1985,Brasilia,Casaco,2018-09-13,46,250,11500,Setembro,9,8
872,Tayna,Coimbra,22/02/1993,Brasilia,Casaco,2018-09-03,82,30,2460,Marco,9,5
917,Emanuella,Fialho,26/08/1990,Fortaleza,Sapato,2018-09-13,10,25,250,Setembro,9,4
913,Paloma,Farias,08/10/1992,Sao Paulo,Sapato,2018-09-13,127,230,29210,Setembro,9,5
996,Joyce,Ribas,25/12/1985,Curitiba,Short,2018-09-30,34,110,3740,Setembro,9,7
935,Andrew,Carvalhal,25/08/1992,Fortaleza,Sandalia,2018-09-18,73,75,5475,Setembro,9,2
992,Paloma,Farias,19/03/1992,Salvador,Sapato,2018-09-30,132,230,30360,Setembro,9,7
936,Maryanna,Correa,04/08/1988,Rio de Janeiro,Sandalia,2018-09-18,89,55,4895,Setembro,9,1
938,NatÃ¡lia,Huon,19/04/1989,Curitiba,Vestido,2018-09-18,4,230,920,Setembro,9,3
986,Izabel,Milagre,09/06/1985,Rio de Janeiro,Pulseira,2018-09-28,7,85,595,Setembro,9,1
985,Patricia,Camara,03/03/1988,Rio de Janeiro,Casaco,2018-09-28,37,30,1110,Setembro,9,2
984,Maryanna,Correa,23/12/1985,Brasilia,Vestido,2018-09-28,68,190,12920,Setembro,9,3
930,Eduarda,Figueiredo,31/05/1992,Fortaleza,Tenis,2018-09-16,12,55,660,Setembro,9,5
931,Juliane,Felipi,05/07/1993,Curitiba,Bermuda,2018-09-16,18,25,450,Setembro,9,6
932,Juliane,Felipi,11/05/1990,Sao Paulo,Vestido,2018-09-17,69,300,20700,Setembro,9,4
934,Eduarda,Figueiredo,07/09/1990,Brasilia,Camiseta,2018-09-17,23,55,1265,Setembro,9,8
933,Elizeu,Barros,20/01/1990,Sao Paulo,Short,2018-09-17,137,25,3425,Setembro,9,5
983,Paloma,Farias,02/11/1988,Rio de Janeiro,Sandalia,2018-09-28,99,300,29700,Setembro,9,3
925,Maryanna,Correa,24/10/1985,Rio de Janeiro,Vestido,2018-09-15,110,75,8250,Setembro,9,1
926,Breno,Amaral,09/06/1993,Curitiba,Vestido,2018-09-15,78,55,4290,Setembro,9,1
927,Patricia,Camara,12/02/1992,Porto Alegre,Vestido,2018-09-15,104,25,2600,Setembro,9,3
924,Eduarda,Figueiredo,13/03/1989,Salvador,Chinelo,2018-09-15,115,200,23000,Setembro,9,8
923,NatÃ¡lia,Huon,25/04/1992,Salvador,Sandalia,2018-09-15,104,230,23920,Setembro,9,7
921,Iago,Bensdorp,06/04/1985,Curitiba,Pulseira,2018-09-15,136,230,31280,Setembro,9,8
928,Breno,Amaral,19/12/1991,Curitiba,Vestido,2018-09-15,44,55,2420,Setembro,9,5
929,Tayna,Coimbra,24/09/1992,Fortaleza,Sandalia,2018-09-15,10,190,1900,Setembro,9,2
920,Iago,Bensdorp,01/12/1990,Rio de Janeiro,Vestido,2018-09-15,149,300,44700,Setembro,9,2
922,Joyce,Ribas,28/02/1990,Porto Alegre,Casaco,2018-09-15,135,190,25650,Setembro,9,8
937,Izabel,Milagre,30/05/1986,Salvador,Vestido,2018-09-18,73,30,2190,Setembro,9,5
991,Andrew,Carvalhal,23/07/1985,Salvador,Tenis,2018-09-30,141,300,42300,Setembro,9,1
916,Andrew,Carvalhal,09/03/1986,Rio de Janeiro,Vestido,2018-09-13,50,25,1250,Setembro,9,6
994,Maryanna,Correa,20/01/1987,Porto Alegre,Chinelo,2018-09-30,43,230,9890,Setembro,9,1
960,Juliane,Felipi,03/02/1993,Brasilia,Sapato,2018-09-22,92,250,23000,Setembro,9,1
961,Eduarda,Figueiredo,08/08/1991,Salvador,Camiseta,2018-09-22,79,110,8690,Setembro,9,2
860,Paloma,Farias,18/03/1987,Porto Alegre,Bermuda,2018-09-01,124,300,37200,Janeiro,9,3
995,Andrew,Carvalhal,04/01/1986,Fortaleza,Sapato,2018-09-30,64,150,9600,Setembro,9,7
978,Elizeu,Barros,19/05/1990,Curitiba,Short,2018-09-27,146,85,12410,Setembro,9,3
979,Iago,Bensdorp,21/03/1993,Fortaleza,Vestido,2018-09-27,63,150,9450,Setembro,9,3
980,Andrew,Carvalhal,26/02/1985,Rio de Janeiro,Sapato,2018-09-27,92,55,5060,Setembro,9,3
981,Eduarda,Figueiredo,01/12/1987,Porto Alegre,Sandalia,2018-09-27,113,30,3390,Setembro,9,3
987,Joyce,Ribas,13/06/1989,Salvador,Vestido,2018-09-29,126,200,25200,Setembro,9,5
988,Izabel,Milagre,26/05/1991,Porto Alegre,Vestido,2018-09-29,90,200,18000,Setembro,9,2
989,Emanuella,Fialho,28/12/1991,Curitiba,Camiseta,2018-09-29,123,30,3690,Setembro,9,5
990,Patricia,Camara,13/03/1985,Brasilia,Sapato,2018-09-29,81,30,2430,Setembro,9,4
982,Patricia,Camara,09/08/1990,Curitiba,Vestido,2018-09-27,27,30,810,Setembro,9,8
967,Jucelia,Bailly,08/06/1987,Fortaleza,Casaco,2018-09-23,31,190,5890,Setembro,9,2
968,Breno,Amaral,22/08/1988,Rio de Janeiro,Vestido,2018-09-23,1,85,85,Setembro,9,5
965,Izabel,Milagre,18/03/1993,Rio de Janeiro,Casaco,2018-09-23,70,110,7700,Setembro,9,1
966,Paloma,Farias,01/05/1989,Curitiba,Saia,2018-09-23,109,55,5995,Setembro,9,2
862,NatÃ¡lia,Huon,20/07/1985,Sao Paulo,Camiseta,2018-09-01,95,200,19000,Janeiro,9,7
867,Emanuella,Fialho,16/06/1988,Fortaleza,Chinelo,2018-09-02,48,150,7200,Fevereiro,9,3
959,NatÃ¡lia,Huon,23/11/1986,Porto Alegre,Casaco,2018-09-22,128,300,38400,Setembro,9,2
963,Emanuella,Fialho,21/08/1985,Curitiba,Sapato,2018-09-22,27,200,5400,Setembro,9,3
910,Elizeu,Barros,30/10/1991,Salvador,Camiseta,2018-09-12,60,110,6600,Dezembro,9,4
962,Patricia,Camara,18/01/1986,Fortaleza,Sapato,2018-09-22,31,230,7130,Setembro,9,1
993,Elizeu,Barros,21/02/1991,Sao Paulo,Vestido,2018-09-30,53,250,13250,Setembro,9,7
997,Andrew,Carvalhal,05/01/1989,Curitiba,Bermuda,2018-09-30,66,55,3630,Setembro,9,1
964,Eduarda,Figueiredo,07/08/1989,Fortaleza,Camiseta,2018-09-22,2,230,460,Setembro,9,2
953,Maryanna,Correa,06/07/1986,Fortaleza,Camiseta,2018-09-21,62,150,9300,Setembro,9,7
908,Jucelia,Bailly,18/06/1990,Curitiba,Vestido,2018-09-12,104,190,19760,Dezembro,9,8
954,Eduarda,Figueiredo,21/06/1985,Salvador,Sapato,2018-09-21,106,55,5830,Setembro,9,4
955,Iago,Bensdorp,13/04/1987,Brasilia,Saia,2018-09-21,92,55,5060,Setembro,9,2
956,Juliane,Felipi,11/12/1987,Brasilia,Sapato,2018-09-21,11,190,2090,Setembro,9,5
957,Paloma,Farias,25/06/1988,Porto Alegre,Sapato,2018-09-21,6,150,900,Setembro,9,3
958,Andrew,Carvalhal,10/04/1987,Rio de Janeiro,Saia,2018-09-21,11,25,275,Setembro,9,1
952,Jucelia,Bailly,09/09/1992,Rio de Janeiro,Camiseta,2018-09-21,136,110,14960,Setembro,9,2
866,Tayna,Coimbra,07/07/1985,Sao Paulo,Sandalia,2018-09-01,3,30,90,Janeiro,9,7
950,Tayna,Coimbra,10/08/1987,Fortaleza,Saia,2018-09-21,114,200,22800,Setembro,9,1
865,Eduarda,Figueiredo,07/10/1990,Sao Paulo,Sandalia,2018-09-01,12,230,2760,Janeiro,9,1
863,NatÃ¡lia,Huon,20/03/1985,Curitiba,Sandalia,2018-09-01,118,110,12980,Janeiro,9,6
861,Jucelia,Bailly,24/04/1988,Fortaleza,Sapato,2018-09-01,143,190,27170,Janeiro,9,5
864,Emanuella,Fialho,03/01/1985,Sao Paulo,Vestido,2018-09-01,54,190,10260,Janeiro,9,4
1004,Paloma,Farias,29/10/1992,Brasilia,Sapato,2018-10-31,53,190,10070,Outubro,10,6
1001,Elizeu,Barros,11/08/1988,Salvador,Vestido,2018-10-01,24,230,5520,Janeiro,10,3
1000,Emanuella,Fialho,04/03/1986,Rio de Janeiro,Saia,2018-10-01,23,300,6900,Janeiro,10,4
999,Andrew,Carvalhal,03/12/1991,Rio de Janeiro,Sapato,2018-10-01,148,75,11100,Janeiro,10,3
1006,Patricia,Camara,03/12/1990,Rio de Janeiro,Sapato,2018-10-31,105,30,3150,Outubro,10,4
1005,Maryanna,Correa,05/02/1986,Salvador,Tenis,2018-10-31,59,55,3245,Outubro,10,4
998,Elizeu,Barros,06/04/1990,Brasilia,Vestido,2018-10-01,91,190,17290,Janeiro,10,5
1008,Elizeu,Barros,13/04/1990,Porto Alegre,Saia,2018-10-31,4,30,120,Outubro,10,7
1002,Patricia,Camara,22/04/1989,Sao Paulo,Casaco,2018-10-30,95,85,8075,Outubro,10,2
1003,Jucelia,Bailly,12/01/1989,Porto Alegre,Casaco,2018-10-31,130,300,39000,Outubro,10,7
1007,Tayna,Coimbra,28/08/1990,Fortaleza,Short,2018-10-31,50,30,1500,Outubro,10,6
1130,Breno,Amaral,27/01/1987,Curitiba,Vestido,2018-11-27,30,85,2550,Novembro,11,1
1126,Elizeu,Barros,07/07/1991,Fortaleza,Short,2018-11-26,85,200,17000,Novembro,11,7
1135,Breno,Amaral,10/05/1988,Curitiba,Vestido,2018-11-28,10,200,2000,Novembro,11,4
1134,Breno,Amaral,06/08/1990,Brasilia,Bermuda,2018-11-28,43,75,3225,Novembro,11,5
1125,Paloma,Farias,26/08/1990,Fortaleza,Casaco,2018-11-26,94,190,17860,Novembro,11,3
1127,Eduarda,Figueiredo,14/07/1992,Fortaleza,Sapato,2018-11-26,28,25,700,Novembro,11,2
